neighbourhood,room_type,price,number_of_reviews,calculated_host_listings_count,host_type
Seventh Ward,Entire home/apt,600.0,127,1,Single-listing Host
Leonidas,Entire home/apt,,16,1,Single-listing Host
Mid-City,Entire home/apt,,94,1,Single-listing Host
Central City,Entire home/apt,,1,1,Single-listing Host
Central City,Entire home/apt,216.0,94,4,Multi-listing Host
Seventh Ward,Entire home/apt,,3,1,Single-listing Host
East Carrollton,Private room,37.0,60,14,Multi-listing Host
East Carrollton,Private room,32.0,3,14,Multi-listing Host
Treme - Lafitte,Entire home/apt,115.0,255,4,Multi-listing Host
Treme - Lafitte,Entire home/apt,350.0,126,1,Single-listing Host
Treme - Lafitte,Entire home/apt,100.0,49,2,Multi-listing Host
Audubon,Entire home/apt,225.0,157,1,Single-listing Host
East Riverside,Private room,80.0,12,2,Multi-listing Host
St. Claude,Entire home/apt,60.0,13,5,Multi-listing Host
St.  Anthony,Entire home/apt,,45,2,Multi-listing Host
Marigny,Private room,999.0,64,7,Multi-listing Host
Mid-City,Entire home/apt,60.0,99,7,Multi-listing Host
Mid-City,Entire home/apt,80.0,119,7,Multi-listing Host
Lower Garden District,Entire home/apt,75.0,184,1,Single-listing Host
Algiers Point,Private room,,1,2,Multi-listing Host
Marlyville - Fontainbleau,Entire home/apt,84.0,120,1,Single-listing Host
Irish Channel,Private room,,22,1,Single-listing Host
Bywater,Entire home/apt,169.0,225,1,Single-listing Host
Gentilly Terrace,Entire home/apt,175.0,27,1,Single-listing Host
Central City,Entire home/apt,,85,1,Single-listing Host
Bywater,Private room,,175,3,Multi-listing Host
Seventh Ward,Entire home/apt,96.0,171,1,Single-listing Host
Central City,Entire home/apt,48.0,13,1,Single-listing Host
Lower Garden District,Entire home/apt,126.0,212,2,Multi-listing Host
Gentilly Terrace,Entire home/apt,81.0,213,1,Single-listing Host
Broadmoor,Private room,68.0,299,1,Single-listing Host
Seventh Ward,Private room,,3,1,Single-listing Host
St. Claude,Entire home/apt,144.0,173,3,Multi-listing Host
Navarre,Private room,600.0,1,1,Single-listing Host
Leonidas,Entire home/apt,269.0,387,1,Single-listing Host
Marigny,Entire home/apt,214.0,71,1,Single-listing Host
Audubon,Entire home/apt,213.0,107,4,Multi-listing Host
Little Woods,Entire home/apt,200.0,0,1,Single-listing Host
East Carrollton,Entire home/apt,,75,1,Single-listing Host
Treme - Lafitte,Entire home/apt,264.0,214,5,Multi-listing Host
Leonidas,Private room,350.0,243,1,Single-listing Host
Broadmoor,Entire home/apt,,11,1,Single-listing Host
Bayou St. John,Entire home/apt,400.0,187,1,Single-listing Host
Fairgrounds,Entire home/apt,,42,1,Single-listing Host
East Carrollton,Entire home/apt,270.0,201,1,Single-listing Host
Treme - Lafitte,Entire home/apt,,113,2,Multi-listing Host
Bayou St. John,Entire home/apt,66.0,211,5,Multi-listing Host
Mid-City,Entire home/apt,,3,1,Single-listing Host
Bywater,Private room,,214,3,Multi-listing Host
Irish Channel,Entire home/apt,,4,1,Single-listing Host
Milan,Entire home/apt,76.0,159,1,Single-listing Host
Central City,Entire home/apt,95.0,77,1,Single-listing Host
Fillmore,Shared room,,6,2,Multi-listing Host
Lake Terrace & Oaks,Entire home/apt,,0,2,Multi-listing Host
Treme - Lafitte,Private room,,52,4,Multi-listing Host
Central City,Entire home/apt,,9,1,Single-listing Host
Leonidas,Entire home/apt,120.0,289,1,Single-listing Host
Milneburg,Private room,158.0,24,3,Multi-listing Host
Broadmoor,Entire home/apt,69.0,135,1,Single-listing Host
Bayou St. John,Entire home/apt,338.0,130,1,Single-listing Host
Fillmore,Entire home/apt,,112,1,Single-listing Host
Marigny,Entire home/apt,195.0,266,5,Multi-listing Host
Bayou St. John,Entire home/apt,66.0,242,5,Multi-listing Host
Lower Garden District,Entire home/apt,114.0,221,1,Single-listing Host
East Carrollton,Private room,55.0,45,1,Single-listing Host
Lower Garden District,Entire home/apt,711.0,47,1,Single-listing Host
Central Business District,Entire home/apt,395.0,113,2,Multi-listing Host
Milan,Private room,1100.0,91,1,Single-listing Host
Central City,Entire home/apt,139.0,251,1,Single-listing Host
Bayou St. John,Entire home/apt,,69,1,Single-listing Host
Gentilly Woods,Entire home/apt,,23,1,Single-listing Host
Milneburg,Entire home/apt,,34,2,Multi-listing Host
Central City,Entire home/apt,214.0,76,3,Multi-listing Host
Lower Garden District,Entire home/apt,70.0,242,2,Multi-listing Host
French Quarter,Entire home/apt,154.0,133,7,Multi-listing Host
Uptown,Entire home/apt,396.0,233,3,Multi-listing Host
Milan,Entire home/apt,150.0,219,1,Single-listing Host
West Riverside,Entire home/apt,,19,1,Single-listing Host
Irish Channel,Entire home/apt,,25,1,Single-listing Host
St. Claude,Private room,,136,2,Multi-listing Host
East Riverside,Entire home/apt,,14,1,Single-listing Host
Marigny,Private room,,100,1,Single-listing Host
West Riverside,Entire home/apt,80.0,0,2,Multi-listing Host
Bayou St. John,Entire home/apt,136.0,196,2,Multi-listing Host
Treme - Lafitte,Entire home/apt,,19,4,Multi-listing Host
Seventh Ward,Entire home/apt,90.0,180,1,Single-listing Host
Garden District,Entire home/apt,,98,1,Single-listing Host
Fairgrounds,Entire home/apt,,136,1,Single-listing Host
St. Claude,Entire home/apt,125.0,136,1,Single-listing Host
Seventh Ward,Private room,150.0,25,1,Single-listing Host
Algiers Point,Entire home/apt,,187,2,Multi-listing Host
Treme - Lafitte,Private room,,119,2,Multi-listing Host
Marlyville - Fontainbleau,Entire home/apt,,18,1,Single-listing Host
Mid-City,Entire home/apt,298.0,245,1,Single-listing Host
Central City,Entire home/apt,,57,1,Single-listing Host
St. Roch,Private room,,209,3,Multi-listing Host
Treme - Lafitte,Entire home/apt,37.0,500,1,Single-listing Host
Lower Garden District,Private room,,0,1,Single-listing Host
St. Roch,Entire home/apt,120.0,516,1,Single-listing Host
West Riverside,Entire home/apt,195.0,191,1,Single-listing Host
Central City,Entire home/apt,144.0,251,1,Single-listing Host
Milneburg,Private room,61.0,55,2,Multi-listing Host
Little Woods,Shared room,249.0,160,1,Single-listing Host
Pines Village,Entire home/apt,150.0,31,1,Single-listing Host
Algiers Point,Entire home/apt,90.0,53,2,Multi-listing Host
West Riverside,Entire home/apt,,165,1,Single-listing Host
Marigny,Entire home/apt,546.0,207,1,Single-listing Host
Seventh Ward,Private room,43.0,586,1,Single-listing Host
Mid-City,Entire home/apt,80.0,430,3,Multi-listing Host
Central Business District,Entire home/apt,107.0,248,26,Multi-listing Host
East Carrollton,Entire home/apt,50.0,83,1,Single-listing Host
Mid-City,Entire home/apt,107.0,68,1,Single-listing Host
Leonidas,Entire home/apt,190.0,187,1,Single-listing Host
Seventh Ward,Private room,60.0,128,3,Multi-listing Host
Marigny,Entire home/apt,269.0,234,4,Multi-listing Host
Mid-City,Entire home/apt,,16,2,Multi-listing Host
Treme - Lafitte,Entire home/apt,60.0,244,1,Single-listing Host
Broadmoor,Entire home/apt,314.0,116,1,Single-listing Host
Marlyville - Fontainbleau,Private room,,9,1,Single-listing Host
Bayou St. John,Entire home/apt,96.0,100,2,Multi-listing Host
Marigny,Entire home/apt,278.0,295,4,Multi-listing Host
Bywater,Entire home/apt,,29,1,Single-listing Host
Audubon,Entire home/apt,295.0,86,1,Single-listing Host
St. Claude,Private room,30.0,351,8,Multi-listing Host
Seventh Ward,Entire home/apt,,64,1,Single-listing Host
Bayou St. John,Entire home/apt,95.0,11,7,Multi-listing Host
Black Pearl,Entire home/apt,116.0,480,1,Single-listing Host
Marigny,Entire home/apt,,278,1,Single-listing Host
Treme - Lafitte,Entire home/apt,450.0,18,1,Single-listing Host
Treme - Lafitte,Entire home/apt,275.0,99,1,Single-listing Host
Irish Channel,Entire home/apt,,5,1,Single-listing Host
Central City,Entire home/apt,125.0,203,1,Single-listing Host
Irish Channel,Entire home/apt,258.0,177,2,Multi-listing Host
Milan,Entire home/apt,100.0,65,1,Single-listing Host
Uptown,Entire home/apt,300.0,7,2,Multi-listing Host
St. Roch,Entire home/apt,,103,1,Single-listing Host
Algiers Point,Entire home/apt,128.0,286,3,Multi-listing Host
Touro,Entire home/apt,245.0,56,1,Single-listing Host
Marigny,Entire home/apt,185.0,373,4,Multi-listing Host
St. Roch,Private room,42.0,587,1,Single-listing Host
Pontchartrain Park,Entire home/apt,300.0,0,3,Multi-listing Host
Holy Cross,Private room,,25,1,Single-listing Host
Pontchartrain Park,Private room,657.0,64,5,Multi-listing Host
Bayou St. John,Entire home/apt,99.0,200,1,Single-listing Host
St. Roch,Entire home/apt,81.0,591,1,Single-listing Host
Irish Channel,Entire home/apt,77.0,123,2,Multi-listing Host
Fairgrounds,Entire home/apt,110.0,203,3,Multi-listing Host
Central City,Entire home/apt,75.0,0,1,Single-listing Host
Lower Ninth Ward,Entire home/apt,239.0,171,2,Multi-listing Host
Seventh Ward,Entire home/apt,149.0,352,3,Multi-listing Host
Seventh Ward,Entire home/apt,58.0,122,1,Single-listing Host
Mid-City,Entire home/apt,40.0,43,1,Single-listing Host
Marigny,Private room,142.0,90,5,Multi-listing Host
Bywater,Private room,50.0,3,5,Multi-listing Host
Irish Channel,Entire home/apt,,90,1,Single-listing Host
Milneburg,Private room,79.0,432,1,Single-listing Host
Central Business District,Entire home/apt,181.0,305,6,Multi-listing Host
City Park,Entire home/apt,89.0,280,2,Multi-listing Host
Touro,Entire home/apt,175.0,21,1,Single-listing Host
Audubon,Entire home/apt,120.0,9,14,Multi-listing Host
Gentilly Terrace,Entire home/apt,228.0,44,1,Single-listing Host
Milneburg,Entire home/apt,350.0,202,1,Single-listing Host
Marigny,Entire home/apt,120.0,217,1,Single-listing Host
Garden District,Entire home/apt,,0,1,Single-listing Host
Marlyville - Fontainbleau,Entire home/apt,,1,2,Multi-listing Host
Central City,Entire home/apt,,3,2,Multi-listing Host
Central City,Entire home/apt,,0,2,Multi-listing Host
Treme - Lafitte,Private room,265.0,126,1,Single-listing Host
Holy Cross,Entire home/apt,111.0,53,1,Single-listing Host
Seventh Ward,Entire home/apt,239.0,125,2,Multi-listing Host
St.  Anthony,Entire home/apt,155.0,33,3,Multi-listing Host
St.  Anthony,Entire home/apt,138.0,35,3,Multi-listing Host
Marigny,Entire home/apt,173.0,350,4,Multi-listing Host
Central City,Entire home/apt,60.0,78,2,Multi-listing Host
Mid-City,Entire home/apt,304.0,106,1,Single-listing Host
St. Claude,Private room,,190,2,Multi-listing Host
Freret,Entire home/apt,,41,1,Single-listing Host
Fairgrounds,Entire home/apt,,23,1,Single-listing Host
Bayou St. John,Entire home/apt,175.0,27,1,Single-listing Host
Marigny,Entire home/apt,,239,4,Multi-listing Host
Fairgrounds,Entire home/apt,100.0,50,1,Single-listing Host
Pontchartrain Park,Entire home/apt,228.0,74,5,Multi-listing Host
Fairgrounds,Entire home/apt,100.0,244,1,Single-listing Host
Marigny,Entire home/apt,174.0,164,1,Single-listing Host
Seventh Ward,Entire home/apt,95.0,305,1,Single-listing Host
St.  Anthony,Private room,83.0,69,1,Single-listing Host
St. Claude,Entire home/apt,89.0,70,1,Single-listing Host
Black Pearl,Entire home/apt,135.0,244,1,Single-listing Host
Seventh Ward,Entire home/apt,,57,1,Single-listing Host
Audubon,Entire home/apt,130.0,124,2,Multi-listing Host
Broadmoor,Entire home/apt,110.0,269,1,Single-listing Host
Central Business District,Entire home/apt,200.0,146,1,Single-listing Host
Central City,Entire home/apt,275.0,9,2,Multi-listing Host
Mid-City,Private room,,107,1,Single-listing Host
Lower Garden District,Entire home/apt,,41,4,Multi-listing Host
Central City,Private room,64.0,347,1,Single-listing Host
Bayou St. John,Entire home/apt,,32,1,Single-listing Host
Bywater,Entire home/apt,175.0,4,5,Multi-listing Host
St. Thomas Dev,Entire home/apt,141.0,311,2,Multi-listing Host
Bywater,Private room,120.0,251,1,Single-listing Host
Treme - Lafitte,Entire home/apt,,98,2,Multi-listing Host
St. Roch,Entire home/apt,110.0,196,1,Single-listing Host
Leonidas,Entire home/apt,,42,1,Single-listing Host
Irish Channel,Entire home/apt,,76,1,Single-listing Host
Old Aurora,Private room,250.0,10,1,Single-listing Host
Broadmoor,Entire home/apt,,19,1,Single-listing Host
Mid-City,Entire home/apt,,393,1,Single-listing Host
Treme - Lafitte,Entire home/apt,189.0,384,2,Multi-listing Host
Lower Garden District,Entire home/apt,300.0,37,3,Multi-listing Host
Central City,Entire home/apt,95.0,283,5,Multi-listing Host
Central City,Private room,105.0,201,7,Multi-listing Host
Central City,Entire home/apt,161.0,61,9,Multi-listing Host
Algiers Point,Entire home/apt,175.0,101,1,Single-listing Host
City Park,Entire home/apt,113.0,282,2,Multi-listing Host
Seventh Ward,Entire home/apt,81.0,231,1,Single-listing Host
St. Claude,Entire home/apt,,8,2,Multi-listing Host
St.  Anthony,Entire home/apt,422.0,20,3,Multi-listing Host
Bayou St. John,Entire home/apt,89.0,231,1,Single-listing Host
Gert Town,Entire home/apt,90.0,311,1,Single-listing Host
Whitney,Entire home/apt,68.0,95,1,Single-listing Host
Leonidas,Entire home/apt,,77,1,Single-listing Host
Marigny,Entire home/apt,81.0,28,13,Multi-listing Host
Marigny,Entire home/apt,53.0,7,13,Multi-listing Host
Marigny,Entire home/apt,,60,13,Multi-listing Host
Marigny,Entire home/apt,,11,13,Multi-listing Host
East Riverside,Private room,150.0,138,1,Single-listing Host
St. Roch,Entire home/apt,85.0,196,1,Single-listing Host
Treme - Lafitte,Private room,55.0,454,4,Multi-listing Host
Central Business District,Entire home/apt,112.0,149,4,Multi-listing Host
Central Business District,Entire home/apt,111.0,115,4,Multi-listing Host
Central Business District,Entire home/apt,108.0,87,4,Multi-listing Host
Mid-City,Private room,,182,18,Multi-listing Host
Central Business District,Entire home/apt,212.0,365,8,Multi-listing Host
Marlyville - Fontainbleau,Entire home/apt,130.0,352,1,Single-listing Host
Irish Channel,Entire home/apt,151.0,170,1,Single-listing Host
Treme - Lafitte,Private room,52.0,516,4,Multi-listing Host
Treme - Lafitte,Private room,54.0,422,4,Multi-listing Host
Treme - Lafitte,Private room,49.0,480,4,Multi-listing Host
Marigny,Private room,103.0,186,3,Multi-listing Host
Leonidas,Entire home/apt,1000.0,35,2,Multi-listing Host
Central City,Entire home/apt,,0,1,Single-listing Host
St. Thomas Dev,Entire home/apt,111.0,216,2,Multi-listing Host
Bywater,Entire home/apt,113.0,568,1,Single-listing Host
Treme - Lafitte,Entire home/apt,325.0,249,8,Multi-listing Host
St. Claude,Entire home/apt,68.0,211,1,Single-listing Host
Algiers Point,Entire home/apt,,70,1,Single-listing Host
Audubon,Entire home/apt,120.0,313,1,Single-listing Host
Holy Cross,Entire home/apt,17.0,194,1,Single-listing Host
Seventh Ward,Entire home/apt,,60,1,Single-listing Host
West Riverside,Entire home/apt,186.0,215,1,Single-listing Host
Broadmoor,Entire home/apt,119.0,280,1,Single-listing Host
Marigny,Entire home/apt,,208,4,Multi-listing Host
Hollygrove,Entire home/apt,95.0,2,3,Multi-listing Host
Central City,Entire home/apt,151.0,259,2,Multi-listing Host
Central City,Entire home/apt,232.0,278,2,Multi-listing Host
City Park,Entire home/apt,355.0,153,1,Single-listing Host
Bayou St. John,Entire home/apt,105.0,289,1,Single-listing Host
Lower Garden District,Entire home/apt,68.0,208,1,Single-listing Host
Central Business District,Entire home/apt,,32,9,Multi-listing Host
Mid-City,Entire home/apt,152.0,135,1,Single-listing Host
West Riverside,Entire home/apt,129.0,215,1,Single-listing Host
Lower Garden District,Entire home/apt,354.0,63,2,Multi-listing Host
Lower Garden District,Entire home/apt,171.0,113,2,Multi-listing Host
Garden District,Entire home/apt,99.0,133,1,Single-listing Host
Leonidas,Private room,36.0,0,4,Multi-listing Host
Central City,Entire home/apt,113.0,139,7,Multi-listing Host
Audubon,Entire home/apt,400.0,22,1,Single-listing Host
Irish Channel,Entire home/apt,,4,1,Single-listing Host
Seventh Ward,Entire home/apt,197.0,152,25,Multi-listing Host
Treme - Lafitte,Entire home/apt,132.0,68,2,Multi-listing Host
St. Claude,Private room,108.0,234,1,Single-listing Host
East Riverside,Private room,102.0,289,6,Multi-listing Host
Touro,Private room,95.0,102,1,Single-listing Host
East Riverside,Private room,102.0,240,6,Multi-listing Host
East Riverside,Private room,110.0,181,6,Multi-listing Host
Desire Area,Entire home/apt,45.0,181,2,Multi-listing Host
St. Claude,Private room,78.0,143,2,Multi-listing Host
Central City,Entire home/apt,90.0,273,1,Single-listing Host
Central Business District,Entire home/apt,181.0,354,3,Multi-listing Host
Central Business District,Entire home/apt,287.0,115,12,Multi-listing Host
Lower Garden District,Entire home/apt,205.0,137,3,Multi-listing Host
Leonidas,Private room,31.0,1,4,Multi-listing Host
Algiers Point,Entire home/apt,279.0,289,2,Multi-listing Host
Leonidas,Private room,,1,4,Multi-listing Host
St. Claude,Entire home/apt,395.0,99,2,Multi-listing Host
Milan,Entire home/apt,473.0,45,5,Multi-listing Host
Gentilly Terrace,Entire home/apt,150.0,68,1,Single-listing Host
Marigny,Entire home/apt,650.0,12,1,Single-listing Host
Seventh Ward,Entire home/apt,208.0,100,11,Multi-listing Host
Algiers Point,Entire home/apt,108.0,281,2,Multi-listing Host
Audubon,Entire home/apt,176.0,375,1,Single-listing Host
Lower Garden District,Entire home/apt,100.0,22,1,Single-listing Host
Central Business District,Entire home/apt,,49,9,Multi-listing Host
Fairgrounds,Entire home/apt,200.0,39,1,Single-listing Host
Lower Garden District,Entire home/apt,239.0,115,9,Multi-listing Host
Marigny,Entire home/apt,381.0,150,1,Single-listing Host
Central Business District,Entire home/apt,249.0,210,26,Multi-listing Host
Central City,Entire home/apt,78.0,391,14,Multi-listing Host
Lower Garden District,Private room,99.0,34,1,Single-listing Host
Behrman,Entire home/apt,,67,1,Single-listing Host
Central City,Private room,90.0,353,1,Single-listing Host
Seventh Ward,Entire home/apt,179.0,69,11,Multi-listing Host
Central Business District,Entire home/apt,210.0,178,6,Multi-listing Host
Mid-City,Entire home/apt,178.0,170,1,Single-listing Host
French Quarter,Entire home/apt,330.0,9,3,Multi-listing Host
City Park,Entire home/apt,80.0,436,85,Multi-listing Host
Leonidas,Private room,40.0,121,1,Single-listing Host
Central Business District,Entire home/apt,143.0,262,26,Multi-listing Host
